index,id,unit_type,street,suburb,region,country,postcode,lat,lon,doe,tel,prefix,suffix,email,name,status,open_hours,food1_pasta,food2_bread,food3_milk,food4_pie,food5_vet,capacity,rating
107,108,UNIT 12A,GLENORCHY STREET,LYONS,ACT,AU,2606,-35.339,149.078,2013-08,769581366,GLENORCHY108,@aos.com,GLENORCHY108@aos.com,GLENORCHY108,TRUE,MON to FRI 8-17,58,81,28,56,90,15,4.2
108,109,UNIT 2,BAGGOTT DRIVE,HOPPERS CROSSING,VIC,AU,3029,-37.875,144.685,2018-02,547758399,BAGGOTT109,@zoohoo.com,BAGGOTT109@zoohoo.com,BAGGOTT109,TRUE,MON to FRI 11-14 16-19,58,70,29,47,108,30,4.7
109,110,UNIT 1,GOLGOTHA STREET,ARMIDALE,NSW,AU,2350,-30.504,151.65,2014-02,319504703,GOLGOTHA110,@why.com,GOLGOTHA110@why.com,GOLGOTHA110,TRUE,MON to FRI 8-17,57,74,27,48,88,25,4.5
110,111,UNIT 5,PARK STREET,BRUNSWICK WEST,VIC,AU,3055,-37.776,144.945,2015-02,998678850,PARK111,@hrs.com,PARK111@hrs.com,PARK111,TRUE,MON to FRI 8-17,56,88,26,40,109,15,4.6
111,112,UNIT 1,NAUTILUS CRESCENT,SCARBOROUGH,WA,AU,6019,-31.888,115.761,2013-10,536052034,NAUTILUS CRESCENT112,@zane.com,NAUTILUS CRESCENT112@zane.com,NAUTILUS CRESCENT112,TRUE,24H EXCEPT WED,54,93,21,42,102,25,4.5
112,113,UNIT 24,CANNINGTON PLACE,HELENSVALE,QLD,AU,4212,-27.915,153.327,2010-03,755007812,CANNINGTON113,@loveu.com,CANNINGTON113@loveu.com,CANNINGTON113,TRUE,24Hours 7Days,45,77,26,57,93,20,4.2
113,114,UNIT 9,TRADERS WAY,RYAN,QLD,AU,4825,-20.706,139.502,2020-02,989389125,TRADERS WAY114,@aos.com,TRADERS WAY114@aos.com,TRADERS WAY114,TRUE,MON to FRI 11-14 16-19,59,99,25,58,86,30,4.5
114,115,UNIT 9,BLACKBURN ROAD,GLEN WAVERLEY,VIC,AU,3150,-37.881,145.147,2016-07,841597255,BLACKBURN115,@xmail.com,BLACKBURN115@xmail.com,BLACKBURN115,TRUE,24/7 NOT Available During PUBLIC VACATION,40,58,23,56,119,30,4.6
115,116,UNIT 1,DALY STREET,BELMONT,WA,AU,6104,-31.949,115.934,2011-01,219431240,DALY116,@why.com,DALY116@why.com,DALY116,TRUE,24Hours 7Days,58,96,23,49,114,5,4.5
116,117,UNIT 5,GOLDEN AVENUE,CHELSEA,VIC,AU,3196,-38.057,145.121,2022-11,397787467,GOLDEN117,@loveu.com,GOLDEN117@loveu.com,GOLDEN117,TRUE,24/7 NOT Available During PUBLIC VACATION,51,57,24,41,119,10,4.6
117,118,UNIT 1,MT GAMBIER ROAD,CASTERTON,VIC,AU,3311,-37.589,141.385,2021-09,806437203,MT GAMBIER118,@aos.com,MT GAMBIER118@aos.com,MT GAMBIER118,TRUE,24H EXCEPT WED,52,82,21,44,111,10,4
118,119,UNIT 7,HEATHERTON ROAD,NOBLE PARK,VIC,AU,3174,-37.965,145.179,2014-12,790061397,HEATHERTON119,@xmail.com,HEATHERTON119@xmail.com,HEATHERTON119,TRUE,MON to FRI 8-17,49,67,26,56,119,20,4.6
119,120,UNIT 1,RAILWAY TERRACE SOUTH,GOODWOOD,SA,AU,5034,-34.95,138.589,2010-11,655876439,RAILWAY SOUTH120,@why.com,RAILWAY SOUTH120@why.com,RAILWAY SOUTH120,TRUE,MON to FRI 11-14 16-19,57,94,26,47,115,30,4.3
120,121,UNIT 1,MACKAY STREET,ROCHESTER,VIC,AU,3561,-36.356,144.704,2023-01,567968092,MACKAY121,@hrs.com,MACKAY121@hrs.com,MACKAY121,TRUE,24/7 NOT Available During PUBLIC VACATION,44,89,28,48,95,15,4.1
121,122,UNIT 4,BRIGHTON AVENUE,CROYDON PARK,NSW,AU,2133,-33.9,151.108,2022-10,406765918,BRIGHTON122,@loveu.com,BRIGHTON122@loveu.com,BRIGHTON122,TRUE,24H EXCEPT WED,40,92,29,51,104,30,4.1
122,123,UNIT 1,GRANDVIEW STREET,PYMBLE,NSW,AU,2073,-33.745,151.143,2020-05,670581092,GRANDVIEW123,@yahaa.com,GRANDVIEW123@yahaa.com,GRANDVIEW123,TRUE,24/7 NOT Available During PUBLIC VACATION,42,79,26,58,113,25,4.1
123,124,UNIT 2,KILBRIDE STREET,HURLSTONE PARK,NSW,AU,2193,-33.912,151.123,2011-02,604209511,KILBRIDE124,@cs.com,KILBRIDE124@cs.com,KILBRIDE124,TRUE,24/7 NOT Available During PUBLIC VACATION,45,54,21,44,107,15,4.5
124,125,UNIT 5,NYANZA STREET,WOODRIDGE,QLD,AU,4114,-27.619,153.101,2023-04,391283048,NYANZA125,@yahaa.com,NYANZA125@yahaa.com,NYANZA125,TRUE,24H EXCEPT WED,43,79,22,41,93,30,4.5
125,126,UNIT 59,CORCORAN DRIVE,WEST LAKES,SA,AU,5021,-34.862,138.493,2020-09,472244587,CORCORAN126,@zane.com,CORCORAN126@zane.com,CORCORAN126,TRUE,MON to THU 8-17 FRI to SUN,42,69,26,58,107,5,3.8
126,127,UNIT 1,BAYVIEW STREET,HOLLYWELL,QLD,AU,4216,-27.9,153.401,2012-01,313139566,BAYVIEW127,@whw.com,BAYVIEW127@whw.com,BAYVIEW127,TRUE,MON to THU 8-17 FRI to SUN,60,89,23,52,94,25,4.5
127,128,UNIT 15,FORTESCUE STREET,SPRING HILL,QLD,AU,4000,-27.461,153.023,2023-11,707445104,FORTESCUE128,@yahaa.com,FORTESCUE128@yahaa.com,FORTESCUE128,TRUE,MON to FRI 11-14 16-19,47,94,29,60,81,10,4.7
128,129,UNIT 3,POINTSIDE AVENUE,BAYSWATER NORTH,VIC,AU,3153,-37.832,145.28,2021-01,241918323,POINTSIDE129,@hrs.com,POINTSIDE129@hrs.com,POINTSIDE129,TRUE,24/7 NOT Available During PUBLIC VACATION,60,95,30,41,114,15,4.4
129,130,UNIT 1,JUDITH AVENUE,SOUTHPORT,QLD,AU,4215,-27.961,153.398,2019-08,916398453,JUDITH130,@why.com,JUDITH130@why.com,JUDITH130,TRUE,MON to FRI 8-17,44,66,30,52,105,5,4.1
130,131,UNIT 1,DONNISON STREET,GOSFORD,NSW,AU,2250,-33.427,151.34,2022-12,220430710,DONNISON131,@zoohoo.com,DONNISON131@zoohoo.com,DONNISON131,TRUE,24/7 NOT Available During PUBLIC VACATION,55,69,25,55,105,30,4
131,132,UNIT 506,MT ALEXANDER ROAD,TRAVANCORE,VIC,AU,3032,-37.785,144.938,2020-08,592691576,MT ALEXANDER132,@cs.com,MT ALEXANDER132@cs.com,MT ALEXANDER132,TRUE,MON to FRI 11-14 16-19,53,60,28,59,106,25,4.8
132,133,UNIT 4,FLINDS PLACE,LYNWOOD,WA,AU,6147,-32.046,115.925,2018-03,445702529,FLINDS133,@zoohoo.com,FLINDS133@zoohoo.com,FLINDS133,TRUE,24Hours 7Days,46,91,21,49,111,15,3.9
133,134,UNIT 2,MASCOT AVENUE,BONBEACH,VIC,AU,3196,-38.069,145.128,2011-06,534061448,MASCOT134,@yahaa.com,MASCOT134@yahaa.com,MASCOT134,TRUE,24H EXCEPT WED,52,59,22,54,99,20,4.6
134,135,SHOP 2,ELIZABETH BAY ROAD,ELIZABETH BAY,NSW,AU,2011,-33.872,151.228,2019-04,684982664,ELIZABETH135,@whw.com,ELIZABETH135@whw.com,ELIZABETH135,TRUE,MON to THU 8-17 FRI to SUN,53,52,22,55,93,15,4.7
135,136,UNIT 1,SILVERTON DRIVE,FERNTREE GULLY,VIC,AU,3156,-37.886,145.279,2017-06,780476810,SILVERTON136,@coldmail.com,SILVERTON136@coldmail.com,SILVERTON136,TRUE,24H EXCEPT WED,52,72,25,45,117,10,4.7
136,137,UNIT 1,SUNBEAM AVENUE,RINGWOOD EAST,VIC,AU,3135,-37.806,145.252,2012-12,354845066,SUNBEAM137,@nath.com,SUNBEAM137@nath.com,SUNBEAM137,TRUE,MON to THU 8-17 FRI to SUN,48,72,28,43,99,10,4.4
137,138,UNIT 4,SPRAY STREET,THIRROUL,NSW,AU,2515,-34.319,150.926,2012-03,809623959,SPRAY138,@xmail.com,SPRAY138@xmail.com,SPRAY138,TRUE,24H EXCEPT WED,42,88,26,51,83,30,4.3
138,139,UNIT 5,KILDARE ROAD,BLACKTOWN,NSW,AU,2148,-33.768,150.904,2013-12,936558999,KILDARE139,@yahaa.com,KILDARE139@yahaa.com,KILDARE139,TRUE,24/7 NOT Available During PUBLIC VACATION,57,78,30,48,91,20,4.2
139,140,UNIT 4,CHESTER STREET,EPPING,NSW,AU,2121,-33.769,151.083,2020-09,911475097,CHESTER140,@zoohoo.com,CHESTER140@zoohoo.com,CHESTER140,TRUE,24H EXCEPT WED,43,58,24,55,111,25,4.4
140,141,UNIT 1,O'SULLIVAN BEACH ROAD,LONSDALE,SA,AU,5160,-35.117,138.498,2012-01,794771871,O'SULLIVAN141,@why.com,O'SULLIVAN141@why.com,O'SULLIVAN141,TRUE,24Hours 7Days,43,88,30,60,112,30,4.6
141,142,UNIT 2,SHANKLIN STREET,HURSTBRIDGE,VIC,AU,3099,-37.635,145.19,2010-10,455950753,SHANKLIN142,@loveu.com,SHANKLIN142@loveu.com,SHANKLIN142,TRUE,MON to THU 8-17 FRI to SUN,50,75,28,40,107,5,4.5
142,143,UNIT 1,BOWRA STREET,NAMBUCCA HEADS,NSW,AU,2448,-30.641,153.001,2010-08,296452514,BOWRA143,@zane.com,BOWRA143@zane.com,BOWRA143,TRUE,24H EXCEPT WED,40,98,27,57,105,25,4.7
143,144,UNIT 1,MARRIOTT STREET,CAULFIELD,VIC,AU,3162,-37.882,145.028,2013-07,483328418,MARRIOTT144,@whw.com,MARRIOTT144@whw.com,MARRIOTT144,TRUE,24Hours 7Days,41,74,30,41,97,20,4.8
144,145,UNIT 1,COLLITON PARADE,FORSTER,NSW,AU,2428,-32.184,152.531,2019-06,397975973,COLLITON145,@why.com,COLLITON145@why.com,COLLITON145,TRUE,MON to FRI 8-17,44,74,20,59,120,5,4.5
145,146,UNIT 4,OSBORNE STREET,JOONDANNA,WA,AU,6060,-31.913,115.842,2013-03,585392550,OSBORNE146,@zane.com,OSBORNE146@zane.com,OSBORNE146,TRUE,MON to FRI 8-17,60,78,26,50,105,5,3.9
146,147,UNIT 1,ETTALONG STREET,AUBURN,NSW,AU,2144,-33.862,151.024,2010-10,523059624,ETTALONG147,@hrs.com,ETTALONG147@hrs.com,ETTALONG147,TRUE,24H EXCEPT WED,47,61,27,48,109,20,4.1
147,148,UNIT 3,GUTHRIE STREET,PADDINGTON,QLD,AU,4064,-27.464,153.001,2020-02,120750506,GUTHRIE148,@pny.com,GUTHRIE148@pny.com,GUTHRIE148,TRUE,24/7 NOT Available During PUBLIC VACATION,60,64,30,44,113,30,4.7
148,149,UNIT 1,MARSH CLOSE,O'CONNOR,WA,AU,6163,-32.06,115.786,2012-03,425410992,MARSH149,@cs.com,MARSH149@cs.com,MARSH149,TRUE,24/7 NOT Available During PUBLIC VACATION,49,64,21,57,101,10,4.2
149,150,UNIT 2,MCLEOD ROAD,PATTERSON LAKES,VIC,AU,3197,-38.07,145.141,2013-04,442425782,MCLEOD150,@yahaa.com,MCLEOD150@yahaa.com,MCLEOD150,TRUE,24Hours 7Days,54,53,21,42,80,5,4.3
150,151,UNIT 8,HARBORD ROAD,FRESHWATER,NSW,AU,2096,-33.774,151.279,2011-12,366387638,HARBORD151,@coldmail.com,HARBORD151@coldmail.com,HARBORD151,TRUE,MON to FRI 8-17,47,64,28,52,102,15,4.3
151,152,UNIT 2,ESPLANADE,HENLEY BEACH,SA,AU,5022,-34.915,138.493,2022-03,303579581,ESPLANADE152,@aos.com,ESPLANADE152@aos.com,ESPLANADE152,TRUE,MON to FRI 11-14 16-19,42,62,24,48,82,25,4.2
152,153,UNIT 6,MYERS ROAD,BITTERN,VIC,AU,3918,-38.339,145.173,2013-04,449929675,MYERS153,@yahaa.com,MYERS153@yahaa.com,MYERS153,TRUE,MON to FRI 8-17,58,97,28,60,94,30,4.7
153,154,UNIT 1,MAGUIRE PLACE,EMERALD,QLD,AU,4720,-23.511,148.17,2016-03,983327180,MAGUIRE154,@zoohoo.com,MAGUIRE154@zoohoo.com,MAGUIRE154,TRUE,24/7 NOT Available During PUBLIC VACATION,50,72,24,48,88,20,4.4
154,155,UNIT 2,MACARTHUR STREET,MORANBAH,QLD,AU,4744,-21.997,148.043,2021-05,947634636,MACARTHUR155,@ln.com,MACARTHUR155@ln.com,MACARTHUR155,TRUE,MON to THU 8-17 FRI to SUN,48,100,24,60,98,20,4.2
155,156,UNIT 4,SEAVIEW ROAD,WEST BEACH,SA,AU,5024,-34.948,138.502,2020-06,434897358,SEAVIEW156,@coldmail.com,SEAVIEW156@coldmail.com,SEAVIEW156,TRUE,MON to FRI 8-17,55,98,25,53,115,20,4.4
156,157,UNIT 9,DUMARESQ STREET,CAMPBELLTOWN,NSW,AU,2560,-34.072,150.817,2019-04,134341070,DUMARESQ157,@nath.com,DUMARESQ157@nath.com,DUMARESQ157,TRUE,24H EXCEPT WED,46,95,24,47,119,10,4.5
157,158,UNIT 2,DUNN ROAD,SMEATON GRANGE,NSW,AU,2567,-34.033,150.756,2011-08,920969680,DUNN158,@xmail.com,DUNN158@xmail.com,DUNN158,TRUE,MON to THU 8-17 FRI to SUN,42,67,28,56,96,20,4.7
158,159,UNIT 2,ORANGE STREET,HURSTVILLE,NSW,AU,2220,-33.963,151.109,2022-02,827769293,ORANGE159,@why.com,ORANGE159@why.com,ORANGE159,TRUE,24/7 NOT Available During PUBLIC VACATION,41,74,26,48,98,25,4.2
159,160,UNIT 1,BRISBANE TERRACE,GOODNA,QLD,AU,4300,-27.598,152.888,2014-03,430162388,BRISBANE160,@hrs.com,BRISBANE160@hrs.com,BRISBANE160,TRUE,MON to FRI 11-14 16-19,44,71,20,56,96,15,4.4
160,161,UNIT 1,TWISS LANE,LATROBE,TAS,AU,7307,-41.234,146.406,2018-06,422437332,TWISS LANE161,@zane.com,TWISS LANE161@zane.com,TWISS LANE161,TRUE,24Hours 7Days,55,60,20,60,115,15,4.6
161,162,UNIT 1,MANICA STREET,BRUNSWICK WEST,VIC,AU,3055,-37.773,144.94,2013-04,433791444,MANICA162,@why.com,MANICA162@why.com,MANICA162,TRUE,24/7 NOT Available During PUBLIC VACATION,41,62,30,55,119,30,4.4
162,163,UNIT 4,WHITING STREET,ATHERTON,QLD,AU,4883,-17.264,145.482,2021-09,777994709,WHITING163,@aos.com,WHITING163@aos.com,WHITING163,TRUE,MON to THU 8-17 FRI to SUN,46,100,20,42,88,15,4.5
163,164,UNIT 2,HEATHCOTE ROAD,MOOREBANK,NSW,AU,2170,-33.933,150.935,2021-07,293331412,HEATHCOTE164,@aos.com,HEATHCOTE164@aos.com,HEATHCOTE164,TRUE,MON to FRI 8-17,42,51,23,49,120,15,4.6
164,165,SHOP 11,PELICAN WATERS BOULEVARD,PELICAN WATERS,QLD,AU,4551,-26.834,153.108,2021-10,708452826,PELICAN WATERS BOULEVARD165,@ln.com,PELICAN WATERS BOULEVARD165@ln.com,PELICAN WATERS BOULEVARD165,TRUE,24/7 NOT Available During PUBLIC VACATION,50,73,26,51,111,25,4.5
165,166,UNIT 6,NEPEAN HIGHWAY,MOORABBIN,VIC,AU,3189,-37.936,145.037,2017-12,299352541,NEPEAN166,@yahaa.com,NEPEAN166@yahaa.com,NEPEAN166,TRUE,24Hours 7Days,40,78,29,46,109,15,4.5
166,167,UNIT 1,PORRENDE STREET,NARELLAN,NSW,AU,2567,-34.036,150.73,2017-08,646070750,PORRENDE167,@yahaa.com,PORRENDE167@yahaa.com,PORRENDE167,TRUE,24Hours 7Days,51,91,25,51,110,30,3.9
167,168,UNIT 8,KYNGDON STREET,CAMMERAY,NSW,AU,2062,-33.822,151.207,2018-04,473907679,KYNGDON168,@zoohoo.com,KYNGDON168@zoohoo.com,KYNGDON168,TRUE,24Hours 7Days,40,67,23,46,114,15,4.7
168,169,UNIT 3,BENTINCK STREET,BATHURST,NSW,AU,2795,-33.422,149.579,2017-11,255795684,BENTINCK169,@zane.com,BENTINCK169@zane.com,BENTINCK169,TRUE,24/7 NOT Available During PUBLIC VACATION,45,79,20,42,108,5,3.8
169,170,UNIT 2,DONALD STREET,HIGHETT,VIC,AU,3190,-37.95,145.038,2020-02,174899686,DONALD170,@zane.com,DONALD170@zane.com,DONALD170,TRUE,24H EXCEPT WED,42,60,24,41,83,15,4.1
170,171,UNIT 14,KENTWOOD DRIVE,ROBINA,QLD,AU,4226,-28.068,153.404,2022-08,234480103,KENTWOOD171,@hrs.com,KENTWOOD171@hrs.com,KENTWOOD171,TRUE,24/7 NOT Available During PUBLIC VACATION,44,74,28,53,93,30,4.6
171,172,UNIT 3,BONNIEVALE STREET,MOUNT HAWTHORN,WA,AU,6016,-31.92,115.827,2014-07,295428584,BONNIEVALE172,@zane.com,BONNIEVALE172@zane.com,BONNIEVALE172,TRUE,MON to FRI 8-17,59,65,21,48,120,25,4.1
172,173,UNIT 1,RAY STREET,RUNAWAY BAY,QLD,AU,4216,-27.926,153.403,2017-02,300409325,RAY173,@loveu.com,RAY173@loveu.com,RAY173,TRUE,24/7 NOT Available During PUBLIC VACATION,41,96,30,60,84,15,4.8
173,174,UNIT 3,MAIN BEACH PARADE,MAIN BEACH,QLD,AU,4217,-27.981,153.429,2015-09,527974893,MAIN174,@cs.com,MAIN174@cs.com,MAIN174,TRUE,MON to FRI 8-17,55,69,28,43,102,30,3.9
174,175,UNIT 2,STANTON DRIVE,RAWORTH,NSW,AU,2321,-32.734,151.616,2011-07,927130098,STANTON175,@zane.com,STANTON175@zane.com,STANTON175,TRUE,24H EXCEPT WED,41,82,27,40,116,15,4.6
175,176,UNIT 2,MAKEPEACE STREET,SWAN HILL,VIC,AU,3585,-35.343,143.547,2014-04,330301942,MAKEPEACE176,@whw.com,MAKEPEACE176@whw.com,MAKEPEACE176,TRUE,24H EXCEPT WED,59,91,24,48,116,5,4.4
176,177,UNIT 1,PURINUAN ROAD,RESERVOIR,VIC,AU,3073,-37.709,145.027,2018-06,421380602,PURINUAN177,@nath.com,PURINUAN177@nath.com,PURINUAN177,TRUE,MON to FRI 8-17,40,56,29,50,119,15,4.6
177,178,UNIT 2,NIRVANA CRESCENT,BUDERIM,QLD,AU,4556,-26.665,153.053,2015-06,866959869,NIRVANA CRESCENT178,@zane.com,NIRVANA CRESCENT178@zane.com,NIRVANA CRESCENT178,TRUE,MON to FRI 11-14 16-19,53,64,30,40,85,10,4.6
178,179,UNIT 12,DEPTFORD STREET,ELIZABETH GROVE,SA,AU,5112,-34.735,138.673,2011-11,385270269,DEPTFORD179,@nath.com,DEPTFORD179@nath.com,DEPTFORD179,TRUE,24/7 NOT Available During PUBLIC VACATION,52,89,22,46,92,30,4.3
179,180,UNIT 1,CRIMSON COURT,MIAMI,QLD,AU,4220,-28.073,153.436,2011-09,205128192,CRIMSON180,@loveu.com,CRIMSON180@loveu.com,CRIMSON180,TRUE,MON to FRI 8-17,51,53,21,51,106,25,4.1
180,181,UNIT 3,MONCRIEFF STREET,DICKSON,ACT,AU,2602,-35.255,149.135,2023-08,576619010,MONCRIEFF181,@ln.com,MONCRIEFF181@ln.com,MONCRIEFF181,TRUE,24H EXCEPT WED,57,51,25,60,105,25,4.5
181,182,UNIT 9,COSGROVE COURT,MILDURA,VIC,AU,3500,-34.212,142.127,2015-08,669868548,COSGROVE182,@coldmail.com,COSGROVE182@coldmail.com,COSGROVE182,TRUE,MON to FRI 8-17,58,64,27,50,83,10,4.4
182,183,UNIT 1,EMBLING ROAD,MALVERN,VIC,AU,3144,-37.853,145.033,2023-02,181846535,EMBLING183,@coldmail.com,EMBLING183@coldmail.com,EMBLING183,TRUE,24H EXCEPT WED,42,95,22,47,109,20,4
183,184,UNIT 18,HANNANS ROAD,NARWEE,NSW,AU,2209,-33.947,151.066,2012-07,315507212,HANNANS184,@aos.com,HANNANS184@aos.com,HANNANS184,TRUE,MON to FRI 11-14 16-19,52,94,22,48,107,5,4.6
184,185,UNIT 3,PACIFIC STREET,BRONTE,NSW,AU,2024,-33.905,151.267,2022-04,364003854,PACIFIC185,@nath.com,PACIFIC185@nath.com,PACIFIC185,TRUE,24Hours 7Days,44,51,23,58,107,10,4.5
185,186,UNIT 6,SEVENTH AVENUE,MAYLANDS,WA,AU,6051,-31.932,115.893,2023-06,440992272,SEVENTH186,@zane.com,SEVENTH186@zane.com,SEVENTH186,TRUE,24Hours 7Days,59,85,29,59,91,5,4.3
186,187,UNIT 1,HOPE STREET,WALLSEND,NSW,AU,2287,-32.894,151.662,2017-09,597918225,HOPE187,@loveu.com,HOPE187@loveu.com,HOPE187,TRUE,24H EXCEPT WED,49,100,26,58,101,10,4.7
187,188,UNIT 2,KENNEALY STREET,SURREY HILLS,VIC,AU,3127,-37.828,145.089,2020-01,188146195,KENNEALY188,@coldmail.com,KENNEALY188@coldmail.com,KENNEALY188,TRUE,24/7 NOT Available During PUBLIC VACATION,43,88,29,54,96,30,4.3
188,189,UNIT 2,OXLEY DRIVE,PARADISE POINT,QLD,AU,4216,-27.891,153.388,2021-08,829653529,OXLEY189,@xmail.com,OXLEY189@xmail.com,OXLEY189,TRUE,24H EXCEPT WED,57,55,21,54,107,5,3.8
189,190,UNIT 4,MYOLA ROAD,KENWICK,WA,AU,6107,-32.035,115.991,2013-08,897671706,MYOLA190,@zane.com,MYOLA190@zane.com,MYOLA190,TRUE,MON to FRI 11-14 16-19,49,78,20,57,104,10,3.8
190,191,UNIT 4,PARER ROAD,AIRPORT WEST,VIC,AU,3042,-37.72,144.886,2019-11,689480217,PARER191,@cs.com,PARER191@cs.com,PARER191,TRUE,24Hours 7Days,48,59,23,48,98,5,4.5
191,192,UNIT 2,IPSWICH STREET,EAST TOOWOOMBA,QLD,AU,4350,-27.569,151.968,2021-07,107323939,IPSWICH192,@hrs.com,IPSWICH192@hrs.com,IPSWICH192,TRUE,MON to FRI 11-14 16-19,46,57,29,55,93,10,4.2
192,193,SHOP 5,OLD MARYBOROUGH ROAD,PIALBA,QLD,AU,4655,-25.284,152.831,2016-11,888709668,OLD MARYBOROUGH193,@yahaa.com,OLD MARYBOROUGH193@yahaa.com,OLD MARYBOROUGH193,TRUE,24Hours 7Days,52,81,22,41,91,10,4.7
193,194,UNIT 2,PARKVIEW DRIVE,GLENVALE,QLD,AU,4350,-27.566,151.907,2020-06,524870181,PARKVIEW194,@hrs.com,PARKVIEW194@hrs.com,PARKVIEW194,TRUE,MON to FRI 8-17,48,89,23,53,101,20,4
194,195,UNIT 2,KIBBLE PLACE,NARELLAN,NSW,AU,2567,-34.038,150.727,2022-04,696746536,KIBBLE195,@why.com,KIBBLE195@why.com,KIBBLE195,TRUE,MON to FRI 11-14 16-19,60,62,24,50,98,30,4.2
195,196,UNIT 1,LOWS DRIVE,PACIFIC PARADISE,QLD,AU,4564,-26.616,153.079,2023-12,239870506,LOWS196,@yahaa.com,LOWS196@yahaa.com,LOWS196,TRUE,24Hours 7Days,51,86,30,44,92,30,4.4
196,197,UNIT 2,KINGSLEY PARADE,YERONGA,QLD,AU,4104,-27.513,153.014,2013-06,603464240,KINGSLEY197,@why.com,KINGSLEY197@why.com,KINGSLEY197,TRUE,24/7 NOT Available During PUBLIC VACATION,53,76,26,58,102,15,3.9
197,198,UNIT 2,MATTEA COURT,RESERVOIR,VIC,AU,3073,-37.733,145.035,2022-08,846889523,MATTEA198,@yahaa.com,MATTEA198@yahaa.com,MATTEA198,TRUE,24H EXCEPT WED,59,90,29,60,97,5,4.3
198,199,UNIT 4,REGATTA ROAD,CANADA BAY,NSW,AU,2046,-33.868,151.116,2013-03,276333107,REGATTA199,@loveu.com,REGATTA199@loveu.com,REGATTA199,TRUE,MON to FRI 8-17,54,98,24,53,108,20,4.2
199,200,APARTMENT 3,FLYNN CIRCUIT,BELLAMACK,NT,AU,832,-12.515,130.979,2010-06,417489461,FLYNN CIRCUIT200,@zane.com,FLYNN CIRCUIT200@zane.com,FLYNN CIRCUIT200,TRUE,24H EXCEPT WED,51,90,20,46,103,5,3.9
200,201,UNIT 1,DALMENY AVENUE,ROSEBERY,NSW,AU,2018,-33.918,151.207,2012-08,207151669,DALMENY201,@yahaa.com,DALMENY201@yahaa.com,DALMENY201,TRUE,MON to FRI 8-17,42,53,23,50,117,20,4.7
201,202,UNIT 2,PEAK STREET,MALVERN EAST,VIC,AU,3145,-37.88,145.087,2010-09,662676020,PEAK202,@coldmail.com,PEAK202@coldmail.com,PEAK202,TRUE,MON to FRI 8-17,54,95,21,51,82,15,4.6
202,203,UNIT 2,STRATFORD STREET,EAST FREMANTLE,WA,AU,6158,-32.036,115.774,2014-08,235823672,STRATFORD203,@yahaa.com,STRATFORD203@yahaa.com,STRATFORD203,TRUE,24/7 NOT Available During PUBLIC VACATION,44,53,28,50,111,15,4.7
203,204,UNIT 11,ALPINE DRIVE,DRAPER,QLD,AU,4520,-27.352,152.887,2010-08,275472953,ALPINE204,@xmail.com,ALPINE204@xmail.com,ALPINE204,TRUE,MON to FRI 11-14 16-19,47,56,25,54,104,15,4.1
204,205,FLAT 5,GLEN EIRA ROAD,ELSTERNWICK,VIC,AU,3185,-37.879,145.016,2014-09,507535929,GLEN EIRA205,@aos.com,GLEN EIRA205@aos.com,GLEN EIRA205,TRUE,24Hours 7Days,40,97,24,40,100,30,4.1
205,206,UNIT 2,THURINGOWA DRIVE,THURINGOWA CENTRAL,QLD,AU,4817,-19.313,146.729,2017-08,811631163,THURINGOWA206,@coldmail.com,THURINGOWA206@coldmail.com,THURINGOWA206,TRUE,24H EXCEPT WED,55,100,25,42,81,10,4.2
206,207,UNIT 9,CORN STREET,OLD REYNELLA,SA,AU,5161,-35.091,138.542,2023-05,486761020,CORN207,@nath.com,CORN207@nath.com,CORN207,TRUE,MON to FRI 8-17,53,61,30,43,82,25,4.5
207,208,UNIT 1,JARVIS ROAD,ELIZABETH SOUTH,SA,AU,5112,-34.755,138.655,2010-04,109527613,JARVIS208,@why.com,JARVIS208@why.com,JARVIS208,TRUE,24/7 NOT Available During PUBLIC VACATION,54,89,28,40,101,30,4.7
208,209,UNIT 2,HILLSBOROUGH DRIVE,NOLLAMARA,WA,AU,6061,-31.876,115.836,2023-07,670753341,HILLSBOROUGH209,@pny.com,HILLSBOROUGH209@pny.com,HILLSBOROUGH209,TRUE,MON to FRI 8-17,44,75,22,56,85,20,4.1
209,210,UNIT 2,GUNNEDAH STREET,ALBION,VIC,AU,3020,-37.779,144.821,2013-02,394158646,GUNNEDAH210,@loveu.com,GUNNEDAH210@loveu.com,GUNNEDAH210,TRUE,24Hours 7Days,42,91,26,58,105,15,4.2
210,211,UNIT 3,SYDNEY SMITH DRIVE,PENRITH,NSW,AU,2750,-33.746,150.7,2021-03,721740353,SYDNEY SMITH211,@zoohoo.com,SYDNEY SMITH211@zoohoo.com,SYDNEY SMITH211,TRUE,MON to FRI 11-14 16-19,53,81,25,48,114,5,4.7
211,212,UNIT 3,TERRACE ROAD,PERTH,WA,AU,6000,-31.959,115.864,2013-08,730481218,TERRACE212,@whw.com,TERRACE212@whw.com,TERRACE212,TRUE,MON to FRI 8-17,51,69,24,52,97,30,4.8
212,213,UNIT 8,DUTTON STREET,COOLANGATTA,QLD,AU,4225,-28.17,153.537,2012-10,524223047,DUTTON213,@whw.com,DUTTON213@whw.com,DUTTON213,TRUE,MON to FRI 8-17,44,93,29,40,80,10,4.4
